Record Length,1024,Points,0.0,-12.9485,
Sample Interval,2.4661,Hz,2.4661,-10.5485,
Trigger Point,0.0,Samples,4.93213,-16.9485,
,,,7.398201,-72.548500,
,,,9.864267,-74.948502,
,,,12.3303,-74.948502,
Source,MATH,,14.7964,-74.948502,
Vertical Units,dB,,17.2625,-74.948502,
Vertical Scale,10.0000,,19.7285,-74.948502,
Vertical Offset,-34.9485,,22.19460,-74.948502,
Horizontal Units,Hz,,24.66067,-74.948502,
Horizontal Scale,252.52524,,27.12674,-74.948502,
Pt Fmt,Y,,29.59280,-74.948502,
Yzero,0.0,,32.05887,-74.948502,
Probe Atten,10.0000,,34.52494,-74.948502,
,,,36.99100,-74.948502,
Note,TDS 1002C-EDU - 4:02:04 PM   2/19/2016,,39.45707,-74.948502,
,,,41.92314,-74.948502,
,,,44.38920,-74.948502,
,,,46.85527,-72.548500,
,,,49.32133,-72.548500,
,,,51.78740,-68.548500,
,,,54.25347,-68.548500,
,,,56.719536,-69.348503,
,,,59.185604,-74.948502,
,,,61.651672,-74.948502,
,,,64.117737,-74.948502,
,,,66.583801,-74.948502,
,,,69.049873,-74.948502,
,,,71.515938,-69.348503,
,,,73.982002,-72.548500,
,,,76.448074,-74.948502,
,,,78.914139,-72.548500,
,,,81.380203,-72.548500,
,,,83.846275,-72.548500,
,,,86.312340,-74.948502,
,,,88.778404,-74.948502,
,,,91.244476,-74.948502,
,,,93.710541,-74.948502,
,,,96.176605,-74.948502,
,,,98.642670,-74.948502,
,,,101.1087,-74.948502,
,,,103.5748,-74.948502,
,,,106.0409,-74.948502,
,,,108.5069,-74.948502,
,,,110.9730,-74.948502,
,,,113.4391,-74.948502,
,,,115.9051,-74.948502,
,,,118.3712,-74.948502,
,,,120.8373,-74.948502,
,,,123.3033,-74.948502,
,,,125.7694,-74.948502,
,,,128.2355,-74.948502,
,,,130.7015,-74.948502,
,,,133.1676,-74.948502,
,,,135.6337,-74.948502,
,,,138.0997,-74.948502,
,,,140.5658,-74.948502,
,,,143.0319,-74.948502,
,,,145.4979,-74.948502,
,,,147.9640,-74.948502,
,,,150.43008,-74.948502,
,,,152.89615,-69.348503,
,,,155.36221,-74.948502,
,,,157.82828,-69.348503,
,,,160.29434,-74.948502,
,,,162.76041,-72.548500,
,,,165.22647,-74.948502,
,,,167.69255,-74.948502,
,,,170.15862,-74.948502,
,,,172.62468,-74.948502,
,,,175.09074,-72.548500,
,,,177.55681,-74.948502,
,,,180.02287,-74.948502,
,,,182.48895,-72.548500,
,,,184.95502,-72.548500,
,,,187.42108,-74.948502,
,,,189.88715,-74.948502,
,,,192.35321,-74.948502,
,,,194.81927,-74.948502,
,,,197.28534,-74.948502,
,,,199.75142,-72.548500,
,,,202.21748,-74.948502,
,,,204.68355,-74.948502,
,,,207.14961,-74.948502,
,,,209.61568,-74.948502,
,,,212.08174,-74.948502,
,,,214.54782,-72.548500,
,,,217.01389,-74.948502,
,,,219.47995,-72.548500,
,,,221.94601,-74.948502,
,,,224.41208,-72.548500,
,,,226.87814,-74.948502,
,,,229.34422,-74.948502,
,,,231.81029,-72.548500,
,,,234.27635,-68.548500,
,,,236.74242,-62.948502,
,,,239.20848,-56.148502,
,,,241.67455,-47.34850,
,,,244.14061,-28.54850,
,,,246.60669,-16.9485,
,,,249.07275,-15.3485,
,,,251.53882,-15.3485,
,,,254.00488,-18.5485,
,,,256.47095,-35.34850,
,,,258.93701,-49.34850,
,,,261.40308,-59.348503,
,,,263.86914,-64.148499,
,,,266.33521,-72.548500,
,,,268.80130,-74.948502,
,,,271.26736,-74.948502,
,,,273.73343,-74.948502,
,,,276.19949,-74.948502,
,,,278.66556,-74.948502,
,,,281.13162,-74.948502,
,,,283.59769,-74.948502,
,,,286.06375,-72.548500,
,,,288.52982,-72.548500,
,,,290.99588,-74.948502,
,,,293.46194,-74.948502,
,,,295.92801,-74.948502,
,,,298.39407,-65.348503,
,,,300.86017,-69.348503,
,,,303.32623,-69.348503,
,,,305.79230,-74.948502,
,,,308.25836,-74.948502,
,,,310.72443,-74.948502,
,,,313.19049,-74.948502,
,,,315.65656,-74.948502,
,,,318.12262,-72.548500,
,,,320.58868,-72.548500,
,,,323.05475,-74.948502,
,,,325.52081,-74.948502,
,,,327.98688,-74.948502,
,,,330.45294,-74.948502,
,,,332.91904,-74.948502,
,,,335.38510,-74.948502,
,,,337.85117,-74.948502,
,,,340.31723,-74.948502,
,,,342.78329,-74.948502,
,,,345.24936,-74.948502,
,,,347.71542,-74.948502,
,,,350.18149,-74.948502,
,,,352.64755,-72.548500,
,,,355.11362,-74.948502,
,,,357.57968,-72.548500,
,,,360.04575,-74.948502,
,,,362.51181,-74.948502,
,,,364.97791,-74.948502,
,,,367.44397,-74.948502,
,,,369.91003,-74.948502,
,,,372.37610,-74.948502,
,,,374.84216,-72.548500,
,,,377.30823,-72.548500,
,,,379.77429,-74.948502,
,,,382.24036,-74.948502,
,,,384.70642,-72.548500,
,,,387.17249,-72.548500,
,,,389.63855,-74.948502,
,,,392.10461,-68.548500,
,,,394.57068,-72.548500,
,,,397.03677,-74.948502,
