-0.006319	-1.414367e-010	-0.00011	3.473541e-009	5.8936754237063e-005
0.019101	-1.171531e-010	0.08365	-1.993398e-010	1.4118774734374e-005
0.044206	1.833214e-012	0.167198	3.655948e-009	6.0464435828014e-005
0.068995	-6.251557e-011	0.250035	-2.49938e-009	4.9993799615552e-005
0.094172	-1.220094e-010	0.334407	6.219426e-009	7.8863337489609e-005
0.119081	-1.681475e-010	0.416429	-2.033306e-009	4.5092194446489e-005
0.143941	-8.072908e-011	0.500183	-1.830657e-009	4.2786177674571e-005
0.169071	-1.086541e-010	0.583661	4.09683e-009	6.400648404654e-005
0.1942	-1.487209e-010	0.666682	-5.458122e-009	7.3879103946921e-005
0.218915	-1.013691e-010	0.750031	-2.297292e-010	1.5156820247004e-005
0.243896	-1.244383e-010	0.833792	4.755284e-009	6.8958567270499e-005
0.268831	-1.135108e-010	0.916128	-3.938272e-009	6.275565313181e-005
0.293836	-1.244384e-010	1.000094	1.138125e-009	3.3736108252138e-005
0.318916	-1.912177e-010	1.084052	4.066332e-009	6.3767797515674e-005
0.344199	-5.76581e-011	1.166721	-3.22909e-009	5.6825082490041e-005
0.368759	-1.122971e-010	1.249719	1.908141e-009	4.3682273292492e-005
0.393947	-3.7017e-011	1.333452	-1.090979e-009	3.3029971238256e-005
0.418577	-1.426505e-010	1.416924	-2.26637e-009	4.7606407131814e-005
0.44368	-1.122973e-010	1.500285	4.583038e-009	6.7698138822275e-005
0.468839	-1.147248e-010	1.583723	-2.656473e-009	5.1540983692592e-005
0.493645	-9.287118e-011	1.666565	-2.068786e-009	4.548390924272e-005
0.51854	-1.062255e-010	1.750001	6.057163e-009	7.7827777817435e-005
0.543506	-1.256532e-010	1.83393	-3.715443e-009	6.0954433800996e-005
0.568689	-9.165706e-011	1.917103	-7.41417e-010	2.7228973539228e-005
0.593427	-1.450788e-010	2.000249	4.957845e-009	7.0411966312552e-005
0.618725	-8.922899e-011	2.083276	-4.465061e-009	6.682111193328e-005
0.643316	-1.062271e-010	2.166319	-6.19823e-010	2.4896244696741e-005
0.668466	-1.025848e-010	2.250127	4.471584e-009	6.6869903544121e-005
0.693415	-1.013716e-010	2.333439	-5.290893e-009	7.2738524868188e-005
0.71825	-1.025858e-010	2.416701	-1.638721e-010	1.2801253844839e-005
0.74333	-7.587542e-011	2.50046	5.008546e-009	7.0771081664759e-005
0.768506	1.275401e-011	2.583728	-3.158059e-009	5.6196610218055e-005
0.793139	6.617182e-011	2.666389	1.361033e-009	3.689218074335e-005
0.818146	-1.013722e-010	2.749933	1.284988e-009	3.5846729278973e-005
0.843418	-9.651594e-011	2.834048	7.075181e-010	2.6599212394355e-005
0.868132	-1.122991e-010	2.916323	1.081394e-008	0.00010399009568223
0.893158	-1.025866e-010	3.000273	1.99428e-009	4.4657362214981e-005
0.918515	-9.772951e-011	3.083801	5.753251e-009	7.5850187870565e-005
0.942869	-9.8945e-011	3.166363	1.785554e-008	0.00013362462347936
0.967903	-1.074433e-010	3.250142	1.196907e-008	0.00010940324492445
0.993149	-1.025871e-010	3.333618	1.885383e-008	0.00013730924950636
1.017918	-1.038008e-010	3.415897	3.102182e-008	0.00017613012235277
1.043146	-1.025865e-010	3.500185	3.747101e-008	0.00019357430098027
1.068087	-1.025875e-010	3.58346	4.532358e-008	0.00021289335358343
1.092798	-1.09872e-010	3.666344	6.23848e-008	0.00024976949373372
1.118075	-9.044665e-011	3.750167	7.558086e-008	0.0002749197337406
1.14299	-1.402233e-010	3.834338	9.116352e-008	0.00030193297269427
1.167686	-1.511502e-010	3.916955	1.147225e-007	0.00033870710060464
1.192915	2.003255e-011	4.000709	1.293783e-007	0.00035969195153631
1.217867	-1.171566e-010	4.08392	1.462504e-007	0.00038242698649546
1.242874	-3.338643e-011	4.165985	1.73888e-007	0.00041699880095751
1.267734	-5.159732e-011	4.250586	1.980642e-007	0.00044504404276431
1.293228	-1.074428e-010	4.334748	2.191039e-007	0.00046808535546415
1.317919	-1.074438e-010	4.416806	2.505698e-007	0.00050056947569743
1.34291	-9.53052e-011	4.500668	2.747055e-007	0.00052412355413585
1.367876	-1.317253e-010	4.584044	3.102845e-007	0.00055703186623388
1.392935	-1.086589e-010	4.667025	3.354043e-007	0.00057914100182943
1.417913	-1.195854e-010	4.750538	3.754735e-007	0.0006127589248636
1.443502	-1.098721e-010	4.833848	3.953087e-007	0.00062873579506817
1.468119	-9.166114e-011	4.917032	4.42765e-007	0.00066540589116719
1.493076	-1.12301e-010	5.000461	4.706608e-007	0.00068604722869493
1.518382	-1.19585e-010	5.083972	5.007238e-007	0.00070761839998689
1.542983	-1.06231e-010	5.166796	5.508154e-007	0.00074216938767373
1.568061	-1.086591e-010	5.250628	5.926673e-007	0.00076984888127476
1.593348	-1.038033e-010	5.334191	6.2819e-007	0.0007925843803659
1.618258	-1.098733e-010	5.416976	6.72983e-007	0.00082035541078242
1.642998	-1.135161e-010	5.500635	7.156635e-007	0.00084596897106218
1.66859	-7.952217e-011	5.583964	7.601092e-007	0.00087184241695389
1.693331	-1.341538e-010	5.666954	7.960642e-007	0.00089222429915353
1.718556	-1.038036e-010	5.751262	8.467417e-007	0.00092018568778263
1.743408	-1.110887e-010	5.833917	8.992685e-007	0.00094829768532882
1.768464	-1.377964e-010	5.916716	9.353305e-007	0.00096712486267286
1.7936	-7.83088e-011	6.001053	9.830336e-007	0.00099148050913772
1.818716	-2.367831e-011	6.084058	1.042499e-006	0.0010210284031309
1.843627	-3.824634e-011	6.167103	1.099108e-006	0.0010483835176118
1.868652	-9.894767e-011	6.250857	1.157671e-006	0.0010759512070721
1.893777	-1.098746e-010	6.334004	1.210718e-006	0.0011003263152356
1.91811	-1.499369e-010	6.416997	1.25956e-006	0.0011223012073414
1.943908	-7.83093e-011	6.499884	1.321789e-006	0.0011496908280055
1.969022	-7.952283e-011	6.584466	1.392078e-006	0.001179863551433
1.993626	-8.802148e-011	6.667	1.44327e-006	0.0012013617273744
