-2.466329E-02	-2.599674E-09	-6.167134E-04	-2.519744E-09
-2.918243E-04	+2.265788E-09	+8.324073E-02	+4.537480E-09
+2.403045E-02	-2.594955E-09	+1.662908E-01	-2.550687E-10
+7.281669E-02	-1.382090E-09	+2.503569E-01	-8.326596E-10
+9.718620E-02	+1.053001E-09	+3.339160E-01	-1.714254E-09
+1.213196E-01	+2.265788E-09	+4.164490E-01	-3.588810E-09
+1.456418E-01	+1.050642E-09	+5.005233E-01	+3.762551E-09
+1.702947E-01	-1.645049E-10	+5.837621E-01	+1.822094E-09
+1.946642E-01	-2.599674E-09	+6.666235E-01	-2.687041E-09
+2.434032E-01	+3.488013E-09	+7.501745E-01	+3.782785E-09
+2.429310E-01	-2.594955E-09	+8.336161E-01	+4.588253E-09
+2.672532E-01	-2.594955E-09	+9.164983E-01	-2.986018E-09
+3.165118E-01	-1.382090E-09	+1.000134E+00	-1.962502E-09
+3.158978E-01	+1.050642E-09	+1.083580E+00	+4.380574E-09
+3.645424E-01	-2.594955E-09	+1.166851E+00	-8.377325E-10
+3.888646E-01	+1.050642E-09	+1.249952E+00	-2.089100E-09
+4.131869E-01	+2.265788E-09	+1.333415E+00	+5.049238E-09
+4.627288E-01	+1.053001E-09	+1.416902E+00	+7.733986E-10
+4.870983E-01	-1.645049E-10	+1.500029E+00	-1.435558E-09
+4.861538E-01	+1.050642E-09	+1.583635E+00	-6.857396E-10
+5.104761E-01	-1.379730E-09	+1.666848E+00	+3.478778E-09
+5.602068E-01	-1.382090E-09	+1.749942E+00	-2.453861E-09
+5.845763E-01	-1.382090E-09	+1.833786E+00	-5.225408E-09
+6.089458E-01	-1.645049E-10	+1.917141E+00	+2.678352E-09
+6.576849E-01	-1.645049E-10	+1.999689E+00	-3.969217E-10
+6.820543E-01	+2.270507E-09	+2.083292E+00	-1.460890E-09
+7.064239E-01	+2.270507E-09	+2.167085E+00	+5.216550E-09
+7.307934E-01	+3.488013E-09	+2.250236E+00	+5.201351E-09
+7.551629E-01	-1.645049E-10	+2.333488E+00	-6.553301E-10
+7.795324E-01	+2.270507E-09	+2.416822E+00	-1.237975E-09
+7.780211E-01	-1.379730E-09	+2.499932E+00	+3.027831E-09
+8.282714E-01	-1.645049E-10	+2.583692E+00	-8.681387E-10
+8.526409E-01	-1.382090E-09	+2.666128E+00	-9.491687E-10
+8.770104E-01	-1.382090E-09	+2.749930E+00	-1.207576E-09
+9.013799E-01	+1.053001E-09	+2.833136E+00	+5.216423E-09
+9.239547E-01	-2.594955E-09	+2.916659E+00	+4.269151E-09
+9.744884E-01	+1.053001E-09	+3.000544E+00	+7.683905E-09
+9.988580E-01	+2.270507E-09	+3.083723E+00	+1.114395E-08
+1.023227E+00	+1.053001E-09	+3.166644E+00	+1.143807E-08
+1.021244E+00	-1.379730E-09	+3.250378E+00	+1.171662E-08
+1.045566E+00	-1.379730E-09	+3.334110E+00	+2.390597E-08
+1.096336E+00	-1.645049E-10	+3.416910E+00	+2.511214E-08
+1.120705E+00	-2.599674E-09	+3.499977E+00	+3.172296E-08
+1.145075E+00	-1.382090E-09	+3.583807E+00	+4.748122E-08
+1.169444E+00	-1.645049E-10	+3.666800E+00	+5.896596E-08
+1.218184E+00	+2.270507E-09	+3.750196E+00	+7.829804E-08
+1.242553E+00	-1.382090E-09	+3.833853E+00	+8.757952E-08
+1.266922E+00	+3.488013E-09	+3.916941E+00	+1.144190E-07
+1.291292E+00	+2.270507E-09	+4.000597E+00	+1.233811E-07
+1.315662E+00	+1.053001E-09	+4.084381E+00	+1.490080E-07
+1.313111E+00	-1.379730E-09	+4.166829E+00	+1.716788E-07
+1.364401E+00	+2.270507E-09	+4.250318E+00	+2.024023E-07
+1.388770E+00	-1.382090E-09	+4.334077E+00	+2.196987E-07
+1.364401E+00	-1.382090E-09	+4.417197E+00	+2.440615E-07
+1.388770E+00	-1.645049E-10	+4.500719E+00	+2.727046E-07
+1.413140E+00	-1.382090E-09	+4.584184E+00	+2.977700E-07
+1.437509E+00	+2.270507E-09	+4.666680E+00	+3.359502E-07
+1.461879E+00	-1.382090E-09	+4.750705E+00	+3.625200E-07
+1.486248E+00	-1.645049E-10	+4.834089E+00	+3.912901E-07
+1.510618E+00	+3.488013E-09	+4.917354E+00	+4.308450E-07
+1.534987E+00	+2.270507E-09	+5.000014E+00	+4.643888E-07
+1.559357E+00	-1.382090E-09	+5.083873E+00	+4.925773E-07
+1.583726E+00	-1.645049E-10	+5.167106E+00	+5.331309E-07
+1.608096E+00	+2.270507E-09	+5.250299E+00	+5.803687E-07
+1.632465E+00	-2.599674E-09	+5.333985E+00	+6.100520E-07
+1.656835E+00	-1.382090E-09	+5.416428E+00	+6.481254E-07
+1.681204E+00	+2.270507E-09	+5.501839E+00	+7.021125E-07
+1.705574E+00	+2.270507E-09	+5.584821E+00	+7.417287E-07
+1.729943E+00	-1.382090E-09	+5.667725E+00	+7.793254E-07
+1.754313E+00	-1.645049E-10	+5.750949E+00	+8.253558E-07
+1.778682E+00	+2.270507E-09	+5.834895E+00	+8.732088E-07
+1.803052E+00	+1.053001E-09	+5.916430E+00	+9.106547E-07
+1.827421E+00	-1.645049E-10	+6.000836E+00	+9.555905E-07
+1.851791E+00	+3.488013E-09	+6.084395E+00	+1.010237E-06
+1.876160E+00	+3.488013E-09	+6.166690E+00	+1.077135E-06
+1.900530E+00	+3.488013E-09	+6.250754E+00	+1.123700E-06
+1.924899E+00	-1.382090E-09	+6.334718E+00	+1.172071E-06
+1.949269E+00	+2.270507E-09	+6.417208E+00	+1.225175E-06
+1.973638E+00	+2.270507E-09	+6.500667E+00	+1.288835E-06
+1.998008E+00	-1.382090E-09	+6.583404E+00	+1.338329E-06
+2.022377E+00	+2.270507E-09	+6.666916E+00	+1.404495E-06
+2.046747E+00	-1.645049E-10	+6.750778E+00	+1.447922E-06
+2.071116E+00	+1.053001E-09	+6.833903E+00	+1.508688E-06
+2.095486E+00	-1.645049E-10	+6.917092E+00	+1.581081E-06
+2.119855E+00	+3.488013E-09	+7.000132E+00	+1.652179E-06
+2.144225E+00	+2.270507E-09	+7.083460E+00	+1.689442E-06
+2.168594E+00	+1.053001E-09	+7.167492E+00	+1.763049E-06
+2.192964E+00	+1.053001E-09	+7.250456E+00	+1.819081E-06
+2.217333E+00	-1.645049E-10	+7.333185E+00	+1.909469E-06
+2.217333E+00	+1.053001E-09	+7.417226E+00	+1.963177E-06
+2.241703E+00	-1.645049E-10	+7.500116E+00	+2.030079E-06
+2.266072E+00	+3.488013E-09	+7.584340E+00	+2.100046E-06
+2.290442E+00	+1.053001E-09	+7.666167E+00	+2.152346E-06
+2.314811E+00	+1.053001E-09	+7.749211E+00	+2.249122E-06
+2.339181E+00	+1.053001E-09	+7.833688E+00	+2.319774E-06
+2.363550E+00	-1.645049E-10	+7.916901E+00	+2.410006E-06
+2.387920E+00	+1.053001E-09	+7.999074E+00	+2.468686E-06
+2.412289E+00	+2.270507E-09	+8.083201E+00	+2.554643E-06
+2.436659E+00	+1.053001E-09	+8.166554E+00	+2.605401E-06
+2.461028E+00	-1.645049E-10	+8.250481E+00	+2.724554E-06
+2.485398E+00	+2.270507E-09	+8.333970E+00	+2.798403E-06
+2.509767E+00	+1.053001E-09	+8.417290E+00	+2.893018E-06
+2.534137E+00	-1.645049E-10	+8.499963E+00	+2.951114E-06
+2.558506E+00	+2.270507E-09	+8.584803E+00	+3.066856E-06
