+2.582876E+00	+3.488013E-09	+8.667116E+00	+3.102695E-06
+2.607245E+00	-1.382090E-09	+8.750774E+00	+3.197899E-06
+2.631615E+00	+1.053001E-09	+8.833581E+00	+3.278999E-06
+2.655984E+00	-1.382090E-09	+8.916659E+00	+3.391280E-06
+2.680354E+00	-1.382090E-09	+9.000910E+00	+3.419900E-06
+2.704723E+00	-1.382090E-09	+9.083679E+00	+3.501744E-06
+2.729093E+00	-1.382090E-09	+9.165554E+00	+3.654172E-06
+2.753463E+00	-1.382090E-09	+9.250548E+00	+3.724822E-06
+2.777832E+00	+3.488013E-09	+9.334559E+00	+3.824007E-06
+2.802201E+00	-1.645049E-10	+9.416114E+00	+4.033344E-06
+2.826571E+00	-1.382090E-09	+9.501219E+00	+4.016618E-06
+2.850940E+00	+3.488013E-09	+9.585231E+00	+4.133039E-06
+2.875310E+00	+2.270507E-09	+9.666931E+00	+4.225239E-06
+2.899679E+00	-1.382090E-09	+9.749619E+00	+4.410634E-06
+2.924049E+00	+2.270507E-09	+9.834447E+00	+4.438043E-06
+2.948418E+00	+3.488013E-09	+9.917127E+00	+4.573066E-06
+2.972788E+00	-1.382090E-09	+1.000028E+01	+4.700969E-06

