-1.003417	-1.645049e-010	9.325647e-005	-2.554986e-009	5.0546869339258e-005	-1.248082	1.057748e-009	-0.000211	1.710452e-009	4.1357611149582e-005	-1.492747	1.057748e-009	0.000195	5.570524e-008	0.00023601957545932	-1.737412	-1.645049e-010	-0.000617	2.008056e-007	0.00044811337851039	-1.982076	1.057748e-009	-0.000921	2.92869e-007	0.00054117372441758	-2.226741	-1.386837e-009	-0.001123	3.506523e-007	0.00059215901580572	-2.491017	-1.645049e-010	-0.000515	3.596785e-007	0.00059973202349049
-1.003417	-1.645049e-010	-0.060239	-1.855901e-009	4.3080169451849e-005	-1.248082	-1.386837e-009	-0.060037	-6.101246e-009	7.8110473049393e-005	-1.492747	1.057748e-009	-0.060236	-1.107835e-006	0.0010525374102615	-1.737412	-1.645049e-010	-0.060036	-1.071205e-005	0.0032729268247243	-1.982076	1.057748e-009	-0.060539	-2.247272e-005	0.0047405400536226	-2.226741	-1.645049e-010	-0.059832	-3.369926e-005	0.0058051063728411	-2.491017	-1.645049e-010	-0.060138	-4.42523e-005	0.0066522402241651
-1.003417	1.057748e-009	-0.120466	1.958606e-009	4.425614081684e-005	-1.248082	-1.645049e-010	-0.120567	-5.614638e-009	7.4930888157021e-005	-1.492747	-1.386837e-009	-0.120264	-1.368399e-006	0.0011697858778426	-1.737412	1.057748e-009	-0.120366	-1.807236e-005	0.0042511598417373	-1.982076	-1.645049e-010	-0.120364	-4.179289e-005	0.0064647420675538	-2.226741	1.057748e-009	-0.120367	-6.47515e-005	0.0080468316746406	-2.491017	1.05537e-009	-0.120472	-8.628337e-005	0.0092888842171705
-1.003417	-1.645049e-010	-0.180192	6.26388e-010	2.5027744604738e-005	-1.248082	2.28e-009	-0.179989	-6.096591e-010	2.4691275787209e-005	-1.492747	1.057748e-009	-0.180293	-1.435875e-006	0.0011982800173582	-1.737412	2.28e-009	-0.18009	-2.234888e-005	0.0047274602060726	-1.982076	1.057748e-009	-0.179686	-5.732213e-005	0.0075711379593823	-2.226741	1.057748e-009	-0.180295	-9.195989e-005	0.0095895719403944	-2.491017	-1.384458e-009	-0.179683	-0.000125	0.011180339887499
-1.027884	-1.645049e-010	-0.240428	-1.982566e-009	4.4526014867715e-005	-1.248082	1.057748e-009	-0.24012	-1.931875e-009	4.3953100004437e-005	-1.492747	2.28e-009	-0.239712	-1.477773e-006	0.001215636870122	-1.737412	-1.386837e-009	-0.240311	-2.455319e-005	0.0049551175566277	-1.982076	1.057748e-009	-0.240128	-6.938878e-005	0.0083299927971157	-2.226741	1.057748e-009	-0.239714	-0.000116	0.010770329614269	-2.471406	1.057748e-009	-0.239923	-0.000159	0.012609520212918
-1.003417	-1.645049e-010	-0.30065	-9.895944e-010	3.14578193777e-005	-1.248082	-1.645049e-010	-0.30015	-1.151728e-009	3.3937118321979e-005	-1.492747	-1.645049e-010	-0.30015	-1.506714e-006	0.0012274827901034	-1.737412	-1.645049e-010	-0.300242	-2.567465e-005	0.0050670158870878	-1.982076	-1.645049e-010	-0.300056	-7.834861e-005	0.0088514750183232	-2.226741	-1.645049e-010	-0.300949	-0.000136	0.011661903789691	-2.491017	-1.384458e-009	-0.300737	-0.000191	0.013820274961085
-1.003417	1.057748e-009	-0.360167	2.24736e-009	4.7406328691431e-005	-1.248082	-1.645049e-010	-0.360158	-6.440257e-009	8.0251211828857e-005	-1.492747	-1.645049e-010	-0.360277	-1.527523e-006	0.0012359300141998	-1.737412	2.28e-009	-0.360373	-2.634393e-005	0.0051326338267989	-1.982076	-1.645049e-010	-0.360382	-8.461576e-005	0.0091986825143604	-2.226741	-1.645049e-010	-0.360373	-0.000153	0.012369316876853	-2.471406	-1.645049e-010	-0.360486	-0.000219	0.014798648586949
-1.003417	-1.645049e-010	-0.420309	1.624349e-009	4.0303213271401e-005	-1.248082	-1.645049e-010	-0.4204	-3.37055e-009	5.8056438058152e-005	-1.492747	1.057748e-009	-0.420018	-1.554008e-006	0.0012465985721153	-1.737412	2.28e-009	-0.419998	-2.683849e-005	0.0051805878044871	-1.982076	1.057748e-009	-0.420407	-8.887782e-005	0.0094275033810654	-2.226741	-1.645049e-010	-0.420295	-0.000167	0.01292284798332	-2.471406	-1.645049e-010	-0.419497	-0.000245	0.015652475842499
-1.027884	-1.645049e-010	-0.480127	-1.825476e-009	4.2725589521971e-005	-1.248082	2.28e-009	-0.481218	-1.298562e-009	3.6035565764949e-005	-1.492747	-1.645049e-010	-0.480528	-1.580749e-006	0.0012572784098997	-1.737412	-1.645049e-010	-0.47992	-2.723942e-005	0.0052191397758635	-1.982076	1.057748e-009	-0.480236	-9.176715e-005	0.0095795172112169	-2.226741	-1.645049e-010	-0.480727	-0.000178	0.013341664064126	-2.471406	1.057748e-009	-0.48022	-0.000267	0.016340134638368
-1.027884	-1.386837e-009	-0.540352	-2.149677e-009	4.6364609348079e-005	-1.248082	1.057748e-009	-0.540445	-6.703781e-009	8.1876620594648e-005	-1.492747	2.28e-009	-0.539537	-1.598859e-006	0.001264459963779	-1.737412	-1.645049e-010	-0.54026	-2.759593e-005	0.0052531828447142	-1.982076	-1.645049e-010	-0.540352	-9.379141e-005	0.0096845965326388	-2.226741	2.28e-009	-0.540163	-0.000187	0.013674794331177	-2.471406	1.057748e-009	-0.540965	-0.000286	0.016911534525288
