 -0.006319	 0
 0.019101	 0
 0.044206	 0
 0.068995	 0
 0.094172	 0
 0.119081	 0
 0.143941	 0
 0.169071	 0
 0.1942	     0
 0.218915	 0
 0.243896	 0
 0.268831	 0
 0.293836	 0
 0.318916	 0
 0.344199	 0
 0.368759	 0
 0.393947	 0
 0.418577	 0
 0.44368	 0
 0.468839	 0
 0.493645	 0
 0.51854	 0
 0.543506	 0
 0.568689	 0
 0.593427	 0
 0.618725	 0
 0.643316	 0
 0.668466	 0
 0.693415	 0
 0.71825	 0
 0.74333	 0
 0.768506	 0
 0.793139	 0
 0.818146	 0
 0.843418	 0
 0.868132	 3.62E-06
 0.893158	 1.73E-06
 0.918515	 -3.38E-06
 0.942869	 2.20E-06
 0.967903	 4.33E-06
 0.993149	 2.63E-06
 1.018	 8.03E-06
 1.043	 1.01E-05
 1.068	 1.06E-05
 1.093	 1.70E-05
 1.118	 2.32E-05
 1.143	 2.84E-05
 1.168	 3.67E-05
 1.193	 4.67E-05
 1.218	 5.67E-05
 1.243	 7.02E-05
 1.268	 8.24E-05
 1.293	 9.34E-05
 1.318	 0.000109543754
 1.343	 0.0001265726
 1.368	 0.000141766271
 1.393	 0.000159570975
 1.418	 0.000176353201
 1.444	 0.000194179286
 1.468	 0.00021702848
 1.493	 0.000237813393
 1.518	 0.000254512352
 1.543	 0.000276580336
 1.568	 0.000297910241
 1.593	 0.000312083434
 1.618	 0.000336591909
 1.643	 0.000358255143
 1.669	 0.000375966695
 1.693	 0.000395759612
 1.719	 0.000414807917
 1.743	 0.000432557377
 1.768	 0.000444398195
 1.794	 0.000462509202
 1.819	 0.000484534763
 1.844	 0.000497937272
 1.869	 0.00050888
 1.894	 0.00053478914
 1.918	 0.000548116712
 1.944	 0.000558226214
 1.969	 0.000589040255
 1.994	 0.000598447416
 2.019	 0.000607273071
 2.044	 0.000637578448
 2.069	 0.000657543468
 2.094	 0.000652749129
 2.119	 0.000653799292
 2.144	 0.000668935231
 2.169	 0.000678479689
 2.194	 0.000694889782
 2.219	 0.000709691242
 2.244	 0.000719710512
 2.269	 0.000748489345
 2.294	 0.00075732336
 2.319	 0.000759634418
 2.345	 0.00080437088
 2.368	 0.000803060476
 2.394	 0.000786265427
 2.42	 0.000819926709
 2.444	 0.000833279542
 2.469	 0.000830864699
 2.495	 0.000860527978
 2.519	 0.000877749909
 2.545	 0.000891207049
 2.57	 0.000915998577
 2.594	 0.000924341836
 2.62	 0.000961237045
 2.645	 0.00100072373
 2.669	 0.0010102861
 2.695	 0.00102260013
 2.72	 0.00103176162
 2.745	 0.0010388306
 2.77	 0.0010605679
 2.795	 0.00115075179
 2.819	 0.00119799889
 2.844	 0.00119170348
 2.87	 0.00123379835
 2.894	 0.00121658951
 2.919	 0.00118673492
 2.944	 0.00121053575
 2.969	 0.00122949778
 2.994	 0.00123250538
